»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.48.1
»»»  Vision Version:	5.48.4 (R)
»»»  Vision Compiled:	9/18/24
»»»  Driver Version:	5.47.0
»»»  Windows Version:	Windows 8 or 8.1
»»»  Processor Information:	x86 (AMD or Intel) - 32 Processors
»»»  Tester Name:	PMF21124-494 (100V)
»»»  Tester S/N:	PMF21124-494
»»»  Internal Amp Type:	100V RevK 270k
»»»  Internal Amp S/N:	iAB2-596/K     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	6/4/2025 - 15:34:1
Configured:	06/04/25 01:46:06 PM
Executed:	06/04/25 03:33:23 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (microns):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF21124-494 (100V)
Tester Serial Number:	PMF21124-494
Return Signal Amp. Level:	0.19 [Index: 3]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-37
Volts:	20.00
Field:	666.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	2.00e+02
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2009

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
   1	0.0000e+00	-0.0048	-8.657638	0.000172	1.722717	0.583672	0.000069
   2	9.9500e-02	0.0321	-8.589006	0.000172	1.722717	0.583672	0.000069
   3	1.9900e-01	0.0626	-8.451744	0.000345	3.445435	1.167345	0.000138
   4	2.9850e-01	0.1107	-8.314481	0.000345	3.445435	1.167345	0.000138
   5	3.9800e-01	0.1636	-8.205478	0.000274	2.736081	0.927009	0.000110
   6	4.9750e-01	0.1845	-8.076290	0.000324	3.242762	1.098678	0.000130
   7	5.9700e-01	0.2262	-7.930953	0.000365	3.648108	1.236012	0.000146
   8	6.9650e-01	0.2711	-7.761393	0.000426	4.256126	1.442014	0.000170
   9	7.9600e-01	0.3064	-7.636242	0.000314	3.141426	1.064344	0.000126
  10	8.9550e-01	0.3529	-7.486868	0.000375	3.749444	1.270346	0.000150
  11	9.9500e-01	0.3786	-7.321346	0.000415	4.154789	1.407681	0.000166
  12	1.0945e+00	0.4331	-7.184083	0.000345	3.445435	1.167345	0.000138
  13	1.1940e+00	0.4636	-6.998375	0.000466	4.661471	1.579349	0.000187
  14	1.2935e+00	0.5198	-6.836889	0.000405	4.053453	1.373347	0.000162
  15	1.3930e+00	0.5519	-6.723850	0.000284	2.837417	0.961343	0.000114
  16	1.4925e+00	0.5775	-6.538141	0.000466	4.661471	1.579349	0.000187
  17	1.5920e+00	0.6321	-6.380693	0.000395	3.952117	1.339013	0.000158
  18	1.6915e+00	0.6690	-6.199022	0.000456	4.560135	1.545015	0.000183
  19	1.7910e+00	0.7107	-6.013314	0.000466	4.661471	1.579349	0.000187
  20	1.8905e+00	0.7540	-5.867977	0.000365	3.648108	1.236012	0.000146
  21	1.9900e+00	0.7861	-5.702454	0.000415	4.154789	1.407681	0.000166
  22	2.0895e+00	0.8326	-5.520783	0.000456	4.560135	1.545015	0.000183
  23	2.1890e+00	0.8663	-5.375446	0.000365	3.648108	1.236012	0.000146
  24	2.2885e+00	0.9048	-5.205887	0.000426	4.256126	1.442014	0.000170
  25	2.3880e+00	0.9481	-5.048438	0.000395	3.952117	1.339013	0.000158
  26	2.4875e+00	0.9978	-4.834470	0.000537	5.370825	1.819685	0.000215
  27	2.5870e+00	1.0283	-4.644725	0.000476	4.762807	1.613683	0.000191
  28	2.6865e+00	1.0620	-4.479202	0.000415	4.154789	1.407681	0.000166
  29	2.7860e+00	1.1005	-4.297531	0.000456	4.560135	1.545015	0.000183
  30	2.8855e+00	1.1486	-4.127971	0.000426	4.256126	1.442014	0.000170
  31	2.9850e+00	1.1968	-3.950337	0.000446	4.458798	1.510682	0.000179
  32	3.0845e+00	1.2385	-3.764629	0.000466	4.661471	1.579349	0.000187
  33	3.1840e+00	1.2641	-3.619292	0.000365	3.648108	1.236012	0.000146
  34	3.2835e+00	1.2914	-3.377064	0.000608	6.080179	2.060021	0.000243
  35	3.3830e+00	1.3588	-3.239801	0.000345	3.445435	1.167345	0.000138
  36	3.4825e+00	1.3828	-3.025833	0.000537	5.370825	1.819685	0.000215
  37	3.5820e+00	1.4310	-2.819939	0.000517	5.168152	1.751017	0.000207
  38	3.6815e+00	1.4663	-2.654417	0.000415	4.154789	1.407681	0.000166
  39	3.7810e+00	1.5080	-2.496968	0.000395	3.952117	1.339013	0.000158
  40	3.8805e+00	1.5401	-2.274926	0.000557	5.573498	1.888352	0.000223
  41	3.9800e+00	1.5882	-2.101329	0.000436	4.357462	1.476348	0.000174
  42	4.0795e+00	1.6235	-1.903510	0.000497	4.965480	1.682350	0.000199
  43	4.1790e+00	1.6636	-1.737987	0.000415	4.154789	1.407681	0.000166
  44	4.2785e+00	1.7053	-1.556316	0.000456	4.560135	1.545015	0.000183
  45	4.3780e+00	1.7454	-1.338310	0.000547	5.472161	1.854018	0.000219
  46	4.4775e+00	1.7871	-1.120305	0.000547	5.472161	1.854018	0.000219
  47	4.5770e+00	1.8256	-0.950745	0.000426	4.256126	1.442014	0.000170
  48	4.6765e+00	1.8705	-0.748889	0.000507	5.066816	1.716684	0.000203
  49	4.7760e+00	1.9042	-0.559143	0.000476	4.762807	1.613683	0.000191
  50	4.8755e+00	1.9427	-0.345175	0.000537	5.370825	1.819685	0.000215
  51	4.9750e+00	1.9876	-0.175615	0.000426	4.256126	1.442014	0.000170
  52	5.0745e+00	2.0245	0.018167	0.000486	4.864143	1.648016	0.000195
  53	5.1740e+00	2.0679	0.220024	0.000507	5.066816	1.716684	0.000203
  54	5.2735e+00	2.1015	0.450141	0.000578	5.776170	1.957020	0.000231
  55	5.3730e+00	2.1417	0.676220	0.000567	5.674834	1.922686	0.000227
  56	5.4725e+00	2.1866	0.861928	0.000466	4.661471	1.579349	0.000187
  57	5.5720e+00	2.2170	1.031488	0.000426	4.256126	1.442014	0.000170
  58	5.6715e+00	2.2539	1.301976	0.000679	6.789534	2.300356	0.000272
  59	5.7710e+00	2.3005	1.483647	0.000456	4.560135	1.545015	0.000183
  60	5.8705e+00	2.3518	1.661281	0.000446	4.458798	1.510682	0.000179
  61	5.9700e+00	2.3887	1.875250	0.000537	5.370825	1.819685	0.000215
  62	6.0695e+00	2.4192	2.113441	0.000598	5.978843	2.025687	0.000239
  63	6.1690e+00	2.4657	2.315297	0.000507	5.066816	1.716684	0.000203
  64	6.2685e+00	2.5058	2.537340	0.000557	5.573498	1.888352	0.000223
  65	6.3680e+00	2.5411	2.714974	0.000446	4.458798	1.510682	0.000179
  66	6.4675e+00	2.5796	2.941053	0.000567	5.674834	1.922686	0.000227
  67	6.5670e+00	2.6245	3.146947	0.000517	5.168152	1.751017	0.000207
  68	6.6665e+00	2.6614	3.356878	0.000527	5.269489	1.785351	0.000211
  69	6.7660e+00	2.6999	3.595069	0.000598	5.978843	2.025687	0.000239
  70	6.8655e+00	2.7400	3.764629	0.000426	4.256126	1.442014	0.000170
  71	6.9650e+00	2.7769	4.014931	0.000628	6.282852	2.128688	0.000252
  72	7.0645e+00	2.8186	4.228900	0.000537	5.370825	1.819685	0.000215
  73	7.1640e+00	2.8652	4.398459	0.000426	4.256126	1.442014	0.000170
  74	7.2635e+00	2.9005	4.648762	0.000628	6.282852	2.128688	0.000252
  75	7.3630e+00	2.9438	4.842544	0.000486	4.864143	1.648016	0.000195
  76	7.4625e+00	2.9871	5.088810	0.000618	6.181516	2.094354	0.000248
  77	7.5620e+00	3.0160	5.298741	0.000527	5.269489	1.785351	0.000211
  78	7.6615e+00	3.0529	5.488486	0.000476	4.762807	1.613683	0.000191
  79	7.7610e+00	3.0994	5.726677	0.000598	5.978843	2.025687	0.000239
  80	7.8605e+00	3.1411	5.936608	0.000527	5.269489	1.785351	0.000211
  81	7.9600e+00	3.1764	6.122316	0.000466	4.661471	1.579349	0.000187
  82	8.0595e+00	3.2149	6.360507	0.000598	5.978843	2.025687	0.000239
